Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
3657,7.0,0.4018,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",서비스 민간 사업 경제 전환 디지털 기반 혁신 국가 주도
3658,4.0,0.3925,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",기업 핀테크 금융 시장 투자 국내 글로벌 회사 확대 경제
3659,7.0,0.5733,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",서비스 민간 사업 활용 전환 지원 디지털 부문 주도 공공
3660,7.0,0.6175,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",서비스 민간 혁신 사업 전환 활용 기반 디지털 확산 주도
3661,3.0,0.5356,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",카드 설치 결제 온라인 앱 여신금융협회 정보 분기 제공 필요
3662,2.0,0.3253,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",중국 은행 디지털 대출 알리페이 서비스 신용 모바일 소비 금융
3663,3.0,0.5609,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",앱 플랫폼 사업 독점 사업자 진출 기반 네이버 가격 카카오
3664,2.0,0.2922,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",대출 중국 알리페이 은행 소비 신용 모바일 금융 서비스 확대
3665,3.0,0.4993,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",은행 대출 모바일 알리바바 중국 제공 뉴스 앤트파이낸셜 출시 제휴
3666,0.0,0.4759,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",중국 은행 디지털 서비스 모바일 알리페이 대출 앤트파이낸셜 신용 알리바바
3667,2.0,0.3334,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",중국 경제 대출 디지털 알리페이 은행 서비스 확대 모바일 신용
3668,3.0,0.3948,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",중국 은행 디지털 한경 대출 마이지 신청 모바일 알리페이 플랫폼
3669,2.0,0.3334,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",중국 대출 은행 디지털 알리페이 서비스 모바일 신용 신청 소비
3670,3.0,0.7673,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",서비스 결제 스마트 앱 관리 매출 가맹점 출시 입금 카드사
3671,7.0,0.7092,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",서비스 공공 사업 이용 구매 정통부 민간 과기 기관 방식
3672,3.0,0.5849,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",은행 본부 금융 매기 타이 디지털 고객 대만 결제 가능
3673,4.0,0.5533,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",기업 핀테크 금융 시장 글로벌 국내 인수 확대 금감원 회사
3674,7.0,0.7026,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 정보 공공 서비스 토스트 한국 시스템 흥원 분야
3675,7.0,0.5851,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",사업 한국 클라우드 정보 토스트 경제 흥원 한경 블록체인 구독
3676,6.0,0.9645,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",금리 경제 변화 무역 총재 인하 분쟁 정책 통화 물가
3677,3.0,0.8481,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",적립금 티몬 지급 타임 시 구매 이벤트 이날 사용 결제
3678,2.0,0.5602,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 금융 예정 계 모임 정산 지급 곗돈 출시 아파트
3679,2.0,0.5313,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 금융 평가 돈 담보 신용 아파트 계주 혁신 업체
3680,7.0,0.8159,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 서비스 정보 공공 지원 디지털 흥원 기술 기반
3681,4.0,0.3567,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",결제 서비스 금융 시장 보안 여신 카드사 지급결제 뉴스 연구소
3682,1.0,0.2702,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 금융 카드 카드사 보안 인증 제공 연구소 신용 여신
3683,1.0,0.3512,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",서비스 결제 지급결제 금융 시장 카드사 연구소 영향 세미나 논의
3684,4.0,0.4691,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",결제 서비스 시장 지급결제 신용카드 실장 카드사 등장 계좌 금융
3685,1.0,0.4769,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 서비스 카드사 시장 계좌 카드 확산 실장 필요 은행
3686,4.0,0.5123,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",결제 시장 금융 사 실장 서비스 제공 여신 연구소 지급결제
3687,7.0,0.4269,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",결제 서비스 보안 도용 기술 이용 정보 인증 지적 앱
3688,0.0,0.445,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",서비스 카드 우버 부킹 결제 기업 페이팔 제공 비자 닷컴
3689,9.0,0.5743,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 페이스북 글로벌 투자 가격 결제사 통화 업자 안정 시장
3690,4.0,0.5501,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",규제 핀테크 보험 기업 환경 국내 부위원장 자본 연구 금융
3691,2.0,0.5754,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",핀테크 금융 서비스 해외 제공 국내 은행 규제 기업 업체
3692,2.0,0.4871,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",핀테크 금융 기업 글로벌 필요 방안 해외 국내 규제 경쟁
3693,6.0,0.46,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",미국 중국 정보 국가 통화 경제 영국 세계 기축 넘버
3694,4.0,0.5467,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",핀테크 보험 금융 환경 발전 연구 해외 연구원 기업 규제
3695,2.0,0.5719,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 규제 핀테크 도입 기업 국내 은행 가능 전자 금융
3696,2.0,0.4865,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",규제 핀테크 기업 국내 완화 환경 시장 맞춤 세미나 글로벌
3697,2.0,0.3569,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",규제 서비스 정책 샌드박스 전자 정부 신문 산업 발전 의미
3698,4.0,0.5858,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",핀테크 기업 규제 금융 유니콘 한국 시장 보험 글로벌 회사
3699,0.0,0.4363,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",무역 금융 은행 거래 보증 달러 수익 지급 세계 기업
3700,2.0,0.566,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 지정 혁신 금융 경제 한국 산정 가능 시세 아파트
3701,2.0,0.6416,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 금융 시세 데이터 공공 혁신 산정 경제 담보 가능
3702,1.0,0.4695,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 서울 인증 경제 시장 신용카드 금융 서비스 이용 사고
3703,2.0,0.59,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 결제 금융 모바일 혁신 금융위 제공 출시 신용 보험
3704,7.0,0.8749,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 서비스 정보 공공 기반 토스트 지원 시스템 한국
3705,7.0,0.8396,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 서비스 공공 정보 흥원 분야 기반 지원 한국
3706,7.0,0.7541,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 서비스 사업 공공 뉴스 보안 토스트 기술 지역 정보
3707,7.0,0.7354,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 공공 서비스 정보 분야 신문 기반 전자 지원
3708,0.0,0.6174,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",사업 매각 그룹 지분 핵심 재편 검토 정리 확대 작업
3709,7.0,0.9403,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 공공 정보 서비스 기반 한국 시스템 분야 기술
3710,0.0,0.6445,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",사업 매각 지분 그룹 인수 재편 작업 핵심 검토 확대
3711,6.0,0.8979,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",경제 경기 총재 상황 변화 금리 대응 정책 요인 안정
3712,7.0,0.5848,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 은행 기술 지급결제 서비스 고객 속도 비용 암호 업무
3713,7.0,0.4621,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",시스템 국민카드 차세대 뉴스 확대 관리 국민 빅데이터 핀테크 기자
3714,6.0,0.9314,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",금리 총재 경제 정책 대응 경기 안정 변화 상황 인하
3715,6.0,0.8466,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",정책 인하 경제 금리 경기 총재 가능 대응 기준 상황
3716,7.0,0.7843,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 공공 서비스 정보 보안 뉴스 제공 기술 기반
3717,6.0,0.963,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",금리 경제 총재 분쟁 인하 무역 변화 물가 안정 상황
3718,6.0,0.7578,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",경제 정책 변화 환경 상황 한국은행 시장 안정 요인 성장
3719,2.0,0.6219,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 금융 지정 결제 혁신 시세 아이 부동산 뉴스 빅데이터
3720,2.0,0.4923,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 금융 혁신 결제 지정 가능 온라인 데이터 기업 활용
3721,2.0,0.7697,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 금융 혁신 신청 보험 지정 가능 신용 결제 앱
3722,4.0,0.77,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",대표 핀테크 스타트업 핀란드 동행 이번 순방 손보미 김성준 서비스
3723,7.0,0.3088,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",카드 전자 영국 신문 결제 플라스틱 번호 보안 변경 스타트업
3724,2.0,0.7006,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",서비스 금융 가능 혁신 기반 결제 출시 빅데이터 신용 대출
3725,3.0,0.4073,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",서비스 게이트 페이 업체 웰컴 제공 거래 P2P 은행 사
3726,9.0,0.4281,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 전문 미디어 자금 기업 제공 발표 리플 기술 블록체인
3727,7.0,0.7302,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 공공 서비스 경제 정보 분야 도입 토스트 시스템
3728,7.0,0.8502,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",클라우드 사업 서비스 공공 정보 기반 분야 보안 기술 지원
3729,6.0,0.5993,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",리브 페이스북 화폐 사용 가능 금융 비트코인 통화 법정 가치
3730,3.0,0.4721,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",네이버 예정 신규 법인 서비스 금융 사업 페이 미래 네이버파이낸셜
3731,0.0,0.3935,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 금융 결제 투자 사업 서비스 미래 네이버파이낸셜 페이 전략
3732,4.0,0.3433,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",네이버 사업 서비스 네이버파이낸셜 금융 결제 흐름 법인 분할 전문
3733,2.0,0.5043,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",사업 부문 분할 네이버 가능 신설 독립 결정 책임 제고
3734,0.0,0.4306,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 사업 미래에셋대우 투자 금융 페이 서울 경제 상품 판매
3735,3.0,0.4096,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",네이버 금융 사업 서비스 결제 테크 시장 기술 투자 시작
3736,3.0,0.5706,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",네이버 페이 서비스 결제 금융 사업 포인트 분사 예정 운영
3737,6.0,0.5214,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",리브 토빈세 뱅크 런 페이스북 금융 화폐 위기 통화 발행
3738,6.0,0.6126,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",금융 경제 연구원 서울 발생 장치 외환 화폐 암호화폐 제어
3739,4.0,0.3118,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",네이버 사업 부문 분할 법인 신설 결제 페이 기술 결정
3740,0.0,0.5327,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",공시 회사 설명 사업 파생 싱 손실 예정 상품 웨이
3741,3.0,0.4785,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",은행 수수료 송금 무료 앱 환전 플랫폼 금융 기업 핀테크
3742,1.0,0.8011,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",제로페이 수수료 마트 가맹점 한국 참여 협회 결제 사업 근로자
3743,4.0,0.685,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",칼라 라시드 대표 팍 인도네시아 회사 공동 투자 창업자 부
3744,2.0,0.5058,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",정보 기업 금융 혁신 시장 투자 지원 비대칭 투자자 제공
3745,0.0,0.498,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",게이트 합병 페이 한국 거래소 호스 팩 김윤지 합병계약 구독
3746,0.0,0.3817,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",수수료 중국 라인 페이 은행 결제 모바일 이체 네이버 업체
3747,3.0,0.8492,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",결제 카드사 국내 연동 카드 가능 플랫폼 애플 카카오페이 해외
3748,2.0,0.3974,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",인터넷전문은행 은행 서비스 금융 혁신 디지털 결과 고객 뱅크 시장
3749,0.0,0.8232,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",포트폴리오 수익 종목 투자 증권 추천 금융 모델 평가 증권사
3750,7.0,0.4188,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",경제 서울 네트워크 로이터 국가 구축 네이버 사용 일본 구독
3751,3.0,0.763,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",애플 결제 카드사 스토어 앱 카드 국내 연동 한국 해외
3752,3.0,0.6185,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",증권 서울 상품 경제 마켓 제휴 판매 금융 이벤트 온라인
3753,4.0,0.3565,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",비자 핀테크 시장 결제 금융 디지털 기업 한국 기술 서비스
3754,4.0,0.654,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",칼라 라시드 대표 팍 회사 플랫폼 경제 시작 투자 션
3755,1.0,0.452,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 서비스 저스터 제로페이 소비자 페이 뱅크 가맹점 공동 지난해
3756,0.0,0.466,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 금융 투자 미래 테크 국내 사업 미래에셋대우 결제 페이
3757,0.0,0.4112,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 투자 페이 기업 경쟁력 사업 뉴스 핀테크 보유 서비스
3758,0.0,0.4294,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",은행 뱅크 업체 인터넷전문은행 지분 기업 나라 유통 인터넷 일본
3759,1.0,0.576,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",비용 카드 카드사 이자 금리 자산 등급 신용 인하 수수료
3760,4.0,0.4242,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",고객 인터넷전문은행 가격 경쟁력 성공 확보 경제 비용 은행 기반
3761,4.0,0.2903,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 노년층 교육 정부 소외 방법 영국 법 이용 커리큘럼
3762,3.0,0.763,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",송금 패스 서비스 웨스턴 유니온 협약 고객 결제 해외 지급
3763,0.0,0.8154,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",기업 악화 일본 주가 관계 하락 핀테크 업체 발생 즈
3764,3.0,0.6181,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",환전 결제 서비스 해외 페이 일본 카드 은행 고객 핀테크
3765,7.0,0.6495,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 증명 기술 금융 시스템 기반 정보 신원 개인 결제
3766,4.0,0.4558,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",인터넷전문은행 은행 고객 연구소 기반 전략 미래 서비스 국내 가격
3767,0.0,0.6366,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",결제 한국 사이버 서비스 한경 분기 증가 주문 봇 탐사
3768,0.0,0.3463,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",거래 증거금 거래소 주식 회사 시장 증권 회원 결제 관계
3769,0.0,0.7652,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",사업 매각 플러스 부 입찰 인수 네이버 결정 지주사 전자
3770,4.0,0.4417,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",시장 은행 지역 금융 캄보디아 대구 회장 미얀마 베트남 출시
3771,0.0,0.4769,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 금융 페이 결제 국내 투자 기술 테크 알리바바 위어
3772,9.0,0.4845,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",안정 코인 암호화폐 금융 거래 가격 달러 시장 화폐 거래액
3773,0.0,0.7317,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 미래 기자 투자 금융 사업 앵커 페이 가희 관심
3774,1.0,0.7556,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",제로페이 수수료 마트 협회 가맹점 한국 인하 비용 부담 사업
3775,3.0,0.4472,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",오픈마켓 전환 통신 판매 중개자 판매업자 상공인 달 수수료 지위
3776,3.0,0.4359,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",서비스 결제 금융 핀테크 이용 코드 정보 나라 페이 중국
3777,3.0,0.5849,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",송금 은행 유니온 웨스턴 앱 서비스 고객 디지털 출시 데일리
3778,1.0,0.7609,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",제로페이 공제 수수료 소득 카드 소상공인 거 혜택 정부 민간
3779,2.0,0.5606,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 서비스 투자 혁신 해외 카드 주식 금융위 신문 결제
3780,0.0,0.6244,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 회장 미래 투자 박 글로벌 금융 일본 관계 협력
3781,0.0,0.4291,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 페이 금융 라인 사업 확장 결제 플랫폼 분기 대비
3782,8.0,0.5625,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",계산서 가산세 사업자 세금 세무 조사 부과 신고 공급 대상
3783,0.0,0.4376,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",네이버 경쟁력 핀테크 투자 빅데이터 페이 기업 한국 연구원 커머스
3784,7.0,0.379,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",결제 기술 특허 금융 블록체인 경제 신용 카드사 시스템 상품
3785,7.0,0.5776,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 경제 서울 삼성 삼성전자 디앱 기능 암호화폐 제공 스토어
3786,9.0,0.4791,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리브 페이스북 출시 우려 규제 미국 금융 은행 정부 해소
3787,4.0,0.4376,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 혁신 위원장 대응 디지털 방지 보호 최종구 자금 기업
3788,2.0,0.5599,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 혁신 규제 기업 위원장 산업 경제 한국 인식 사업자
3789,4.0,0.5168,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 정보 보호 위원장 디지털 상무 회사 보안 혁신 규제
3790,4.0,0.4649,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 한국 암호화폐 블록체인 서울 리브 미래 과장 규제 전망
3791,5.0,0.4545,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",공단 은행 협력 뉴스 기업 결제 시스템 농협은행 동반성장 협약
3792,2.0,0.3237,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",대출 기업 금융 시장 아마존 기반 개인 빅데이터 가능 경영
3793,0.0,0.8328,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",일본 상장 대비 게임 관계 이익 주가 기업 시장 코스닥
3794,3.0,0.8175,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",상점 샵 바이 쇼핑몰 이벤트 수수료 인 돌파 시작 솔루션
3795,0.0,0.7618,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",은행 하락 실적 외국인 금융 전망 부정 뉴스 대비 분기
3796,0.0,0.8175,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",일본 주가 기업 실적 핀테크 상장 매출 평가 관계 솔루션
3797,0.0,0.865,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",투자 주가 실적 분기 더블유 증권 케이엠 이익 기록 금융
3798,0.0,0.6518,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",일본 기업 주가 한국 발생 핀테크 뉴스 국내 솔루션 관계
3799,6.0,0.3972,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",리브 페이스북 준비금 화폐 가상화폐 자산 시스템 가치 칼리브라 법정
3800,0.0,0.8197,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",한국 기관 페이 만주 매수 사업 경제 신규 결제 비중
3801,3.0,0.4362,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",페이 서비스 게이트 송금 사업 자금 거래 글로벌 기반 세이퍼트
3802,6.0,0.6223,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",가상화폐 화폐 리브 중앙은행 발행 비트코인 각국 경제 개혁 한국
3803,3.0,0.7087,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",금융 은행 서비스 스포츠서울 결제 그룹 제공 글로벌 토스 앱
3804,2.0,0.49,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 오픈뱅킹 은행 고객 핀테크 정보 보안 기업 산업 전자
3805,0.0,0.688,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",페이 한국 사업 경제 신규 츠 메리 증권 투자 증가
3806,0.0,0.6983,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",페이 한국 사업 경제 신규 츠 메리 증권 투자 증가
3807,3.0,0.4998,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",체크카드 카드 출시 이용 캐릭터 실적 신용 신용카드 발급 스토리
3808,0.0,0.7596,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",사업 결제 플러스 부 매각 시장 전자 인수 회사 핵심
